,Unnamed: 0,sentence_id,screening,label,text,translation
3884,3884,33371,-3,0,We will be doing very much better with Mexico on trade deals.,Wir werden bei Handelsabkommen mit Mexiko sehr viel besser abschneiden.
3885,3885,33445,-3,0,Those are the questions we need answered.,"Das sind die Fragen, die wir beantworten müssen."
3886,3886,13107,-3,0,"But to indicate in advance how we would respond, to indicate the nature of this response would be incorrect; it would certainly be inappropriate; it would not be in the best interests of the United States.","Aber im Voraus anzugeben, wie wir reagieren würden, die Art dieser Reaktion anzugeben, wäre falsch; es wäre sicherlich unangemessen; es wäre nicht im besten Interesse der Vereinigten Staaten."
3887,3887,29385,-3,0,That can't -- that can't be left to stand.,Das kann nicht einfach so stehen gelassen werden.
3888,3888,1357,-3,0,And uh - the individuals that uh - with whom I've consulted have not uh - convinced me that uh - a national registration of handguns or handgun owners will solve the problem you're talking about.,"Und die Personen, mit denen ich gesprochen habe, haben mich nicht davon überzeugt, dass eine nationale Registrierung von Handfeuerwaffen oder Handfeuerwaffenbesitzern das Problem, von dem Sie sprechen, lösen wird."
3889,3889,30230,-3,0,... of what we heard Donald say has been about nuclear weapons.,"... von dem, was wir von Donald gehört haben, ging es um Atomwaffen."
3890,3890,16359,-3,0,"And one of the reasons our selection of a running mate is so important, it is such a test of the kinds of standards we'll set, is because it tells the American people in advance of the election just what kind of people we're looking for.","Und einer der Gründe, warum die Auswahl des Kandidaten so wichtig ist, weil sie dem amerikanischen Volk schon vor der Wahl zeigt, welche Art von Menschen wir suchen, ist, dass sie ein Test für die Art von Standards ist, die wir setzen werden."
3891,3891,16186,-3,0,I'm not going to do that.,Das werde ich nicht tun.
3892,3892,29175,-3,0,"You know, Donald was very fortunate in his life, and that's all to his benefit.","Wissen Sie, Donald hatte sehr viel Glück in seinem Leben, und das ist nur zu seinem Vorteil."
3893,3893,24667,-3,0,I will have a unique mandate.,Ich werde ein einzigartiges Mandat haben.
3894,3894,1507,-3,0,"And my success in the primary season was, I think, notable for a newcomer, from someone who's from outside Washington, who - who never has been a part of the Washington establishment.","Und mein Erfolg in der Vorwahlsaison war, denke ich, bemerkenswert für einen Neuling, für jemanden, der von außerhalb Washingtons kommt, der - der nie Teil des Washingtoner Establishments gewesen ist."
3895,3895,12723,-3,0,This is a race between the Vice President and myself for the presidency of the United States.,Dies ist ein Rennen zwischen dem Vizepräsidenten und mir um die Präsidentschaft der Vereinigten Staaten.
3896,3896,4159,-3,0,"And, you know, the Bush administration has come to recognize that it hasn't worked, this notion that we are simply silent when it comes to our enemies.","Und wissen Sie, die Bush-Regierung hat erkannt, dass diese Vorstellung, wir würden einfach schweigen, wenn es um unsere Feinde geht, nicht funktioniert hat."
3897,3897,24010,-3,0,And that's about all I can say in a minute.,"Das ist alles, was ich in einer Minute sagen kann."
3898,3898,26077,-3,0,"Now, I've got a plan with this new welfare reform law to work with the private sector, to give employees specific tax incentives to hire people off welfare, and to do some other things which will create more jobs in the private sector, at least a million, and move more people from welfare to work.","Mit dem neuen Gesetz zur Reform der Sozialhilfe habe ich einen Plan, um mit dem privaten Sektor zusammenzuarbeiten, den Arbeitnehmern spezielle steuerliche Anreize zu geben, damit sie Menschen einstellen, die nicht mehr von der Sozialhilfe leben, und einige andere Dinge zu tun, die mehr Arbeitsplätze im privaten Sektor schaffen werden, mindestens eine Million, und mehr Menschen von der Sozialhilfe in Arbeit zu bringen."
3899,3899,19049,-3,0,And we'll continue to spread freedom.,Und wir werden weiterhin die Freiheit verbreiten.
3900,3900,28424,-3,0,"Hey, I've got to answer that, Jim.","Hey, da muss ich rangehen, Jim."
3901,3901,1019,-3,0,I believe we can meet the problems within the cities of this country and still uh - give a tax reduction.,"Ich glaube, wir können die Probleme in den Städten dieses Landes lösen und trotzdem eine Steuersenkung geben."
3902,3902,20262,-3,0,I take him for his word.,Ich nehme ihn beim Wort.
3903,3903,22121,-3,0,"So the new world order to me means freedom and democracy, keep engaged, do not pull back into isolation.","Die neue Weltordnung bedeutet für mich also Freiheit und Demokratie, sich weiter zu engagieren und sich nicht in die Isolation zurückzuziehen."
3904,3904,8596,-3,0,And I stand for programs that will mean growth and progress.,"Und ich stehe für Programme, die Wachstum und Fortschritt bedeuten werden."
3905,3905,24504,-3,0,"I'll tell the American people, but this man said I'll get you a million dollars a day in pro bono advertising, something that's very hard for the government to do.","Ich werde es dem amerikanischen Volk sagen, aber dieser Mann hat gesagt, ich besorge Ihnen eine Million Dollar pro Tag an Pro-Bono-Werbung, etwas, das für die Regierung sehr schwer zu machen ist."
3906,3906,25951,-3,0,Maybe they -- they probably are addictive.,Vielleicht sind sie - wahrscheinlich - süchtig machend.
3907,3907,11913,-3,0,I'm not exactly sure how you enhance the penalty any more than the death penalty.,"Ich bin mir nicht ganz sicher, wie Sie die Strafe über die Todesstrafe hinaus verschärfen können."
3908,3908,15897,-3,0,And so I don't think that you make an exception based on medical knowledge at the time.,"Ich glaube also nicht, dass man aufgrund des damaligen medizinischen Wissens eine Ausnahme machen kann."
3909,3909,18118,-3,0,"He doesn't want U.S. leadership, however, to send mixed signals, to not stand with the Iraqi people.","Er möchte jedoch nicht, dass die US-Führung gemischte Signale aussendet und sich nicht auf die Seite des irakischen Volkes stellt."
3910,3910,13838,-3,0,"At the point when I could not get them to address those problems, I had created so much stress in the board, who wanted to just keep the Lawrence Welk music going, that they asked to buy my remaining shares.","Als ich sie nicht dazu bringen konnte, diese Probleme anzugehen, hatte ich den Vorstand, der einfach nur die Lawrence-Welk-Musik weiterlaufen lassen wollte, so sehr unter Druck gesetzt, dass er darum bat, meine restlichen Anteile zu kaufen."
3911,3911,19910,-3,0,But this is a very liberal administration.,Aber dies ist eine sehr liberale Verwaltung.
3912,3912,6072,-3,0,And I am convinced we need to do a lot of things.,"Und ich bin überzeugt, dass wir eine Menge tun müssen."
3913,3913,14326,-3,0,"I suggest, in the sense of taking responsibility for your actions, we lay those papers on the table.","Ich schlage vor, dass wir im Sinne der Übernahme von Verantwortung für Ihr Handeln diese Papiere auf den Tisch legen."
3914,3914,11720,-3,0,I think what we need to do is convince people who live in the lands they live in to build the nations.,"Ich denke, wir müssen die Menschen, die in den Ländern leben, in denen sie leben, davon überzeugen, die Nationen aufzubauen."
3915,3915,7739,-3,0,"Now that, of course, is just one factor, but it's a significant one.","Das ist natürlich nur ein Faktor, aber ein wichtiger."
3916,3916,11004,-3,0,Small businesses are not going to have a mandate.,Kleine Unternehmen werden kein Mandat haben.
3917,3917,433,-3,0,I don't think most people do.,"Ich glaube nicht, dass die meisten Menschen das tun."
3918,3918,16254,-3,0,I think a great many of them have come out today.,"Ich denke, dass viele von ihnen heute herausgekommen sind."
3919,3919,11407,-3,0,He's man of solid judgment and he's going to be a person to stand by my side.,"Er ist ein Mann mit einem soliden Urteilsvermögen, und er wird mir zur Seite stehen."
3920,3920,31909,-3,0,Nobody has more respect for women than I do.,Niemand hat mehr Respekt vor Frauen als ich.
3921,3921,25382,-3,0,I think that would be the greatest use of a defensive weapon.,"Ich denke, das wäre der beste Einsatz einer Verteidigungswaffe."
3922,3922,11360,-3,0,That's what America's all about.,"Das ist es, was Amerika ausmacht."
3923,3923,34212,-3,0,"Well, you should ask Bernie Sanders who he's supporting for president.","Nun, Sie sollten Bernie Sanders fragen, wen er bei der Präsidentschaftswahl unterstützen wird."
3924,3924,26643,-3,0,people get so tired of politics.,Die Menschen sind der Politik so überdrüssig.
3925,3925,13940,-3,0,"No, I'm saying our principal need now is to stabilize the tax base, which is the job base, and create a growing, dynamic base.","Nein, ich sage, dass es jetzt vor allem darum geht, die Steuerbasis zu stabilisieren, die die Basis für Arbeitsplätze ist, und eine wachsende, dynamische Basis zu schaffen."
3926,3926,1118,-3,0,"I would take eh - the strongest possible measures short of uh - actual military uh - action there by our own troops, but I doubt that that would be an eventuality.","Ich würde die schärfsten Maßnahmen ergreifen, die möglich sind, abgesehen von einer tatsächlichen militärischen Aktion unserer eigenen Truppen dort, aber ich bezweifle, dass dies eine Möglichkeit wäre."
3927,3927,15629,-3,0,I think I'm a reasonably likable guy.,"Ich glaube, ich bin ein einigermaßen sympathischer Typ."
3928,3928,25065,-3,0,"Indeed, he was on that side virtually throughout all his years in the Senate.",In der Tat stand er praktisch während seiner gesamten Zeit im Senat auf dieser Seite.
3929,3929,25978,-3,0,"We have done a lot more, and I hope we get a chance to talk about it.","Wir haben noch viel mehr getan, und ich hoffe, wir werden Gelegenheit haben, darüber zu sprechen."
3930,3930,1239,-3,0,"Yes, I'd be glad to.","Ja, das mache ich gerne."
3931,3931,7285,-3,0,Neighborhoods are safer when we crack down on people who commit crimes with guns.,"Nachbarschaften sind sicherer, wenn wir gegen Menschen vorgehen, die Verbrechen mit Waffen begehen."
3932,3932,27987,-3,0,I learned how to get along on the other side of the aisle.,"Ich habe gelernt, wie man auf der anderen Seite des Ganges zurechtkommt."
3933,3933,24704,-3,0,"When we talk about cutting health care costs, let's start with the insurance companies and the people that are making a killing instead of making our people healthy.","Wenn wir über die Senkung der Gesundheitskosten sprechen, sollten wir bei den Versicherungsgesellschaften und denjenigen anfangen, die sich daran bereichern, anstatt die Gesundheit unserer Bürger zu fördern."
3934,3934,22558,-3,0,"I just don't like the way John Ashcroft has applied it, and we're going to change a few things.","Mir gefällt nur nicht die Art und Weise, wie John Ashcroft sie angewandt hat, und wir werden ein paar Dinge ändern."
3935,3935,7029,-3,0,He talks about middle-class tax cuts.,Er spricht von Steuersenkungen für die Mittelschicht.
3936,3936,6449,-3,0,"Well, first of all, Bob, thank you for moderating tonight.","Zunächst einmal, Bob, vielen Dank, dass Sie heute Abend moderieren."
3937,3937,24347,-3,0,And we're going to keep on doing that.,Und das werden wir auch weiterhin tun.
3938,3938,4004,-3,0,"But let me tell you, you know, this business about bombing Iran and all that, let me tell you my record.","Aber lassen Sie mich Ihnen sagen, dass diese Sache mit der Bombardierung des Irans und all das, lassen Sie mich Ihnen meine Akte erzählen."
3939,3939,16613,-3,0,I can't say for sure that we would have fewer federal employees when I go out of office than when I come in.,"Ich kann nicht mit Sicherheit sagen, dass wir weniger Bundesbedienstete haben werden, wenn ich aus dem Amt scheide, als wenn ich antrete."
3940,3940,29715,-3,0,"You walk down the street, you get shot.","Wenn man auf die Straße geht, wird man erschossen."
3941,3941,23447,-3,0,"And so when you're running up the taxes like that, you're taxing job creators, and that's not how you keep jobs here.","Wenn man also die Steuern auf diese Weise in die Höhe treibt, besteuert man die Arbeitsplatzbeschaffer, und das ist nicht die Art und Weise, wie man Arbeitsplätze hier erhält."
3942,3942,7896,-3,0,I say that the American people don't want to go back to those policies.,"Ich sage, dass das amerikanische Volk nicht zu dieser Politik zurückkehren will."
3943,3943,23856,-3,0,"You know, my wife, Hillary, gave me a book about a year ago in which the author defined insanity as just doing the same old thing over and over again and expecting a different result.","Wissen Sie, meine Frau Hillary hat mir vor etwa einem Jahr ein Buch geschenkt, in dem der Autor definiert, dass es Wahnsinn ist, immer wieder das Gleiche zu tun und ein anderes Ergebnis zu erwarten."
3944,3944,29378,-3,0,"And when I go around, despite the tax cut, the thing -- the things that business as in people like the most is the fact that I'm cutting regulation.","Und wenn ich herumkomme, ist trotz der Steuersenkung das, was die Geschäftsleute am meisten mögen, die Tatsache, dass ich die Regulierung abbaue."
3945,3945,2629,-3,0,"And we said, ""Why not cut out the middleman?""","Und wir sagten: ""Warum nicht den Mittelsmann ausschalten?"""
3946,3946,1542,-3,0,"What counts is, that the United States celebrated its 200th birthday on July fourth.","Wichtig ist, dass die Vereinigten Staaten am vierten Juli ihren 200. Geburtstag feierten."
3947,3947,30303,-3,0,And they're going to end up getting nuclear.,Und am Ende werden sie Atomwaffen bekommen.
3948,3948,23264,-3,0,I have a tax cut.,Ich habe eine Steuersenkung.
3949,3949,16346,-3,0,And so it isn't one and state governments have had a tough time.,"Und so ist es nicht, und die Regierungen der Bundesstaaten haben eine schwere Zeit hinter sich."
3950,3950,18381,-3,0,I get the casualty reports every day.,Ich bekomme jeden Tag die Unfallberichte.
3951,3951,14220,-3,0,I made a mistake because I couldn't have foreseen these circumstances and this is the best deal we can work out at the time.,"Ich habe einen Fehler gemacht, weil ich diese Umstände nicht vorhersehen konnte, und das ist das beste Geschäft, das wir zu diesem Zeitpunkt machen können."
3952,3952,22712,-3,0,He came to see me.,Er hat mich besucht.
3953,3953,12957,-3,0,We didn't make a judgment in fifty-seven and fifty-six and fifty-five and fifty-four that outer space would be important.,"In den Jahren siebenundfünfzig, sechsundfünfzig, fünfundfünfzig und vierundfünfzig haben wir nicht entschieden, dass der Weltraum wichtig sein würde."
3954,3954,32149,-3,0,"No, I'm a gentlemen, Hillary.","Nein, ich bin ein Gentleman, Hillary."
3955,3955,19882,-3,0,You're for school uniforms and curfews and you're opposed to truancy.,"Sie sind für Schuluniformen und Ausgangssperren, und Sie sind gegen Schulschwänzen."
3956,3956,11754,-3,0,"I believe we ought to have foreign aid, but I don't think we ought to just have foreign aid for the sake of foreign aid.","Ich glaube, wir sollten Auslandshilfe leisten, aber ich glaube nicht, dass wir Auslandshilfe nur um der Auslandshilfe willen leisten sollten."
3957,3957,27904,-3,0,People will look it up.,Die Leute werden es nachschlagen.
3958,3958,8211,-3,0,"Now, this is not standing still.",Das ist aber kein Stillstand.
3959,3959,591,-3,0,But I'll tell you what I was thinking of.,"Aber ich werde Ihnen sagen, woran ich gedacht habe."
3960,3960,26415,-3,0,"We're going to grow some of these jobs in America, because we need to get it -- they're going the wrong way.","Wir werden einige dieser Arbeitsplätze in Amerika schaffen, denn wir müssen sie bekommen - sie gehen in die falsche Richtung."
3961,3961,24038,-3,0,"If I'm poor and you're rich, and I can get you to defend me, that's good.","Wenn ich arm bin und Sie reich, und ich Sie dazu bringen kann, mich zu verteidigen, ist das gut."
3962,3962,1186,-3,0,"And Senator Bob Dole is so qualified: sixteen years in the House of Representatives and in the Senate, uhh - very high responsibilities on important committees.","Und Senator Bob Dole ist so qualifiziert: sechzehn Jahre im Repräsentantenhaus und im Senat, ähh - sehr hohe Verantwortung in wichtigen Ausschüssen."
3963,3963,20509,-3,0,"First of all on the issue of partial birth or so-called late-term abortion, I would sign a law banning that procedure, provided that doctors have the ability to save a woman's life or to act if her health is severely at risk.","Erstens würde ich in der Frage der Teilgeburt oder der so genannten Spätabtreibung ein Gesetz unterzeichnen, das dieses Verfahren verbietet, sofern die Ärzte die Möglichkeit haben, das Leben einer Frau zu retten oder zu handeln, wenn ihre Gesundheit ernsthaft gefährdet ist."
3964,3964,8188,-3,0,Is the United States standing still?,Stehen die Vereinigten Staaten still?
3965,3965,25167,-3,0,"We are going to, as I say, we're busy trying to find the centers where these operations stem from, and retaliation will be taken.","Wir werden, wie gesagt, versuchen, die Zentren ausfindig zu machen, von denen diese Operationen ausgehen, und wir werden Vergeltungsmaßnahmen ergreifen."
3966,3966,29805,-3,0,They've got a lot of concerns.,Sie haben eine Menge Bedenken.
3967,3967,9175,-3,0,"I want to do that in industries, not just in Detroit, but all across the country and that means we change our tax code so we're giving incentives to companies that are investing here in the United States and creating jobs here.","Ich möchte das in der Industrie tun, nicht nur in Detroit, sondern im ganzen Land, und das bedeutet, dass wir unser Steuerrecht ändern, damit wir Unternehmen, die hier in den Vereinigten Staaten investieren und Arbeitsplätze schaffen, Anreize bieten."
3968,3968,11447,-3,0,But I think that we also have to have a sense of mission in the world.,"Aber ich denke, dass wir auch einen Sinn für unsere Mission in der Welt haben müssen."
3969,3969,24310,-3,0,And believe me there are a lot of old boys in the K.G.B.,"Und glauben Sie mir, es gibt viele alte Knaben in der K.G.B."
3970,3970,14037,-3,0,I don't believe that's in the American people's interest.,"Ich glaube nicht, dass das im Interesse des amerikanischen Volkes ist."
3971,3971,16541,-3,0,It seems to me that our tax structure today has rates that are too high.,"Ich habe den Eindruck, dass die Steuersätze in unserer heutigen Steuerstruktur zu hoch sind."
3972,3972,2004,-3,0,You've been president four years.,Sie sind seit vier Jahren Präsident.
3973,3973,16098,-3,0,"I don't want to see the Federal Government saying to communities, well, you can't do this any more.","Ich möchte nicht, dass die Bundesregierung den Gemeinden sagt: ""Ihr könnt das nicht mehr machen."
3974,3974,20504,-3,0,I hope the FDA took its time to make sure that American women will be safe who use this drug.,"Ich hoffe, die FDA hat sich die Zeit genommen, um sicherzustellen, dass amerikanische Frauen, die dieses Medikament verwenden, sicher sind."
3975,3975,26451,-3,0,"I believe that any law- abiding, tax-paying citizen who shows up in the morning and doesn't break the law and doesn't interfere with his or her neighbors ought to have the ability to work in our country and shouldn't be subject to unfair discrimination.","Ich bin der Meinung, dass jeder gesetzestreue, steuerzahlende Bürger, der morgens aufsteht und nicht gegen das Gesetz verstößt und seine Nachbarn nicht belästigt, die Möglichkeit haben sollte, in unserem Land zu arbeiten, und dass er nicht ungerecht diskriminiert werden sollte."
3976,3976,18832,-3,0,Although I'm not so sure I admire the record.,"Allerdings bin ich mir nicht sicher, ob ich die Platte bewundere."
3977,3977,10975,-3,0,Every parent I know would acquire health insurance for their children if they could.,"Alle Eltern, die ich kenne, würden eine Krankenversicherung für ihre Kinder abschließen, wenn sie könnten."
3978,3978,24853,-3,0,We don't need to do that any more.,Das müssen wir nicht mehr tun.
3979,3979,6293,-3,0,We need to give them a repayment schedule that they can meet.,"Wir müssen ihnen einen Rückzahlungsplan geben, den sie einhalten können."
3980,3980,2473,-3,0,"But let's come back to something the president and I agree on, which is the key task we have in health care is to get the cost down so it's more affordable for families.","Aber lassen Sie uns auf etwas zurückkommen, worin der Präsident und ich übereinstimmen, nämlich dass die wichtigste Aufgabe, die wir im Gesundheitswesen haben, darin besteht, die Kosten zu senken, damit es für Familien erschwinglicher wird."
3981,3981,25488,-3,0,"In other words, we've got to be tough.",Mit anderen Worten: Wir müssen hart bleiben.
3982,3982,25611,-3,0,"When you make that judgment, you are deciding not only the future of our nation; in a very profound respect, you're deciding the future of the world.","Wenn Sie dieses Urteil fällen, entscheiden Sie nicht nur über die Zukunft unseres Landes, sondern auch über die Zukunft der Welt."
3983,3983,17580,-3,0,"Now, I believe that our problem has not been that anybody in our country is undertaxed; it's that government is overfed.","Ich glaube, dass unser Problem nicht darin besteht, dass irgendjemand in unserem Land unterbesteuert ist, sondern dass die Regierung überfüttert ist."
3984,3984,5821,-3,0,"I do think that he inappropriately drew a comparison between what was happening there and what had happened during the civil rights movement, and we immediately put out a statement saying that we don't think that comparison is appropriate.","Ich denke, dass er in unangemessener Weise einen Vergleich zwischen dem, was dort geschah, und dem, was während der Bürgerrechtsbewegung geschah, gezogen hat, und wir haben sofort eine Erklärung herausgegeben, in der wir sagen, dass wir diesen Vergleich nicht für angemessen halten."
3985,3985,25232,-3,0,That's why they call the President the Commander in Chief.,Deshalb nennt man den Präsidenten auch den Oberbefehlshaber.
3986,3986,23906,-3,0,It's a question of character and judgment.,Es ist eine Frage des Charakters und des Urteilsvermögens.
3987,3987,18101,-3,0,Of course we're after Saddam Hussein -- I mean bin Laden.,Natürlich sind wir hinter Saddam Hussein - ich meine bin Laden - her.
3988,3988,15450,-3,0,Is America as respected throughout the world as it was?,Ist Amerika in der Welt noch so angesehen wie früher?
3989,3989,781,-3,0,Are we closer to peace?,Sind wir dem Frieden näher gekommen?
3990,3990,20076,-3,0,"Now we have to create those jobs, now that we're requiring people to go do work.","Jetzt müssen wir diese Arbeitsplätze schaffen, jetzt, wo wir von den Menschen verlangen, dass sie arbeiten gehen."
3991,3991,18936,-3,0,"Weapons of mass destruction, nuclear proliferation.","Massenvernichtungswaffen, nukleare Proliferation."
3992,3992,21543,-3,0,That's not specific in terms of a program.,Das ist nicht spezifisch im Sinne eines Programms.
3993,3993,10695,-3,0,"I want to go line by line through every item in the federal budget and eliminate programs that don't work and make sure that those that do work, work better and cheaper.","Ich möchte jeden Posten im Bundeshaushalt Zeile für Zeile durchgehen und Programme streichen, die nicht funktionieren, und dafür sorgen, dass diejenigen, die funktionieren, besser und billiger funktionieren."
3994,3994,1808,-3,0,"So if the tax plan he described were a tax plan I was asked to support, I'd say absolutely not.","Wenn der von ihm beschriebene Steuerplan ein Steuerplan wäre, den ich unterstützen sollte, würde ich sagen: auf keinen Fall."
3995,3995,8167,-3,0,The question now is: Can freedom be maintained under the most severe tack - attack it has ever known?,"Die Frage ist jetzt: Kann die Freiheit unter den schwersten Angriffen, die sie je erlebt hat, aufrechterhalten werden?"
3996,3996,27815,-3,0,My dad was head of a car company.,Mein Vater war Leiter einer Autofirma.
3997,3997,11120,-3,0,"In fact, he said he wants to announce that he's going to attack Pakistan.","Er sagte sogar, er wolle ankündigen, dass er Pakistan angreifen werde."
3998,3998,18745,-3,0,"I think the United States should have offered the opportunity to provide the nuclear fuel, test them, see whether or not they were actually looking for it for peaceful purposes.","Ich denke, die Vereinigten Staaten hätten die Möglichkeit anbieten sollen, den Kernbrennstoff zur Verfügung zu stellen, sie zu testen und zu sehen, ob sie ihn tatsächlich für friedliche Zwecke suchen."
3999,3999,22016,-3,0,And you can't just go up and say I'm going to fix it.,"Und man kann nicht einfach hingehen und sagen, ich bringe das in Ordnung."
4000,4000,16362,-3,0,I think that says a great deal to the American people about the standards we'll set and the quality of the people that we will pick to serve in our Administration.,"Ich denke, das sagt den Amerikanern viel über die Standards, die wir setzen werden, und über die Qualität der Menschen, die wir für unsere Regierung auswählen werden."
4001,4001,17874,-3,0,"And then you add to that food and wardrobe, and all the other things, and you only have a small portion going for weapons.","Wenn man dann noch Lebensmittel, Kleidung und all die anderen Dinge dazuzählt, bleibt nur ein kleiner Teil für Waffen übrig."
4002,4002,8619,-3,0,"If we fail, if we fail to move ahead, if we fail to develop sufficient military and economic and social strength here in this country, then I think that uh - the tide could begin to run against us.","Wenn wir scheitern, wenn wir nicht vorankommen, wenn wir nicht genügend militärische, wirtschaftliche und soziale Stärke hier in diesem Land entwickeln, dann denke ich, dass die Gezeiten gegen uns zu laufen beginnen könnten."
4003,4003,21263,-3,0,"I know one thing about the position of president, it's the only position in our Constitution that is filled by an individual who is given the responsibility to fight not just for one state or one district or the well-connected or wealthy, but to fight for all of the people, including especially those who most need somebody who will stand up and take on whatever powerful forces might stand in the way.","Ich weiß eines über das Amt des Präsidenten: Es ist das einzige Amt in unserer Verfassung, das von einer Person ausgefüllt wird, die die Verantwortung hat, nicht nur für einen Staat oder einen Bezirk oder die gut Verbundenen oder Reichen zu kämpfen, sondern für alle Menschen, insbesondere auch für diejenigen, die jemanden am dringendsten brauchen, der aufsteht und sich den mächtigen Kräften entgegenstellt, die sich ihnen in den Weg stellen."
4004,4004,20908,-3,0,"Here are a couple of differences, though, Jim.","Allerdings gibt es ein paar Unterschiede, Jim."
4005,4005,27926,-3,0,I've met some of those people.,Ich habe einige dieser Menschen kennengelernt.
4006,4006,21857,-3,0,I think it's a good program.,"Ich denke, es ist ein gutes Programm."
4007,4007,13488,-3,0,The United States cannot continue to carry the major share of this burden by itself.,Die Vereinigten Staaten können nicht weiterhin den größten Teil dieser Last allein tragen.
4008,4008,13226,-3,0,"But I really don't think there's anything that I could say to President Truman that's going to cause him, at the age of seventy-six, to change his particular speaking manner.","Aber ich glaube nicht, dass es irgendetwas gibt, das ich Präsident Truman sagen könnte, das ihn im Alter von sechsundsiebzig Jahren dazu bringen würde, seine Art zu sprechen zu ändern."
4009,4009,6936,-3,0,"Our health-care system is the envy of the world because we believe in making sure that the decisions are made by doctors and patients, not by officials in the nation's capital.","Die ganze Welt beneidet uns um unser Gesundheitssystem, weil wir dafür sorgen, dass die Entscheidungen von Ärzten und Patienten getroffen werden und nicht von Beamten in der Hauptstadt."
4010,4010,34205,-3,0,"And you know, Bernie Sanders, he said you have bad judgment.","Und wissen Sie, Bernie Sanders sagte, Sie hätten ein schlechtes Urteilsvermögen."
4011,4011,12240,-3,0,We have to be bold.,Wir müssen mutig sein.
4012,4012,21084,-3,0,A promise made will be a promise kept.,Ein gegebenes Versprechen ist ein gehaltenes Versprechen.
4013,4013,34107,-3,0,"So I have said, look, we need to keep our eye on ISIS.","Ich habe also gesagt, dass wir ISIS im Auge behalten müssen."
4014,4014,2096,-3,0,"But, you know, if we get that tax rate from 35 percent down to 25 percent, why that $2.8 billion is on the table.","Aber wissen Sie, wenn wir den Steuersatz von 35 % auf 25 % senken, sind diese 2,8 Mrd. Dollar auf dem Tisch."
4015,4015,19318,-3,0,That's what I've tried to do and that's what I will continue to do as president.,"Das habe ich versucht zu tun, und das werde ich auch als Präsident weiter tun."
4016,4016,12893,-3,0,"Now as far as the balance of the world is concerned, I of course don't have as much time as Senator Kennedy had.","Was nun das Gleichgewicht der Welt angeht, so habe ich natürlich nicht so viel Zeit wie Senator Kennedy hatte."
4017,4017,22369,-3,0,I hope a lot of --,"Ich hoffe, dass eine Menge..."
4018,4018,3295,-3,0,Every possible diplomatic means was utilized.,Alle möglichen diplomatischen Mittel wurden eingesetzt.
4019,4019,8018,-3,0,I believe that we should defend Formosa.,"Ich glaube, dass wir Formosa verteidigen sollten."
4020,4020,16572,-3,0,Well I think it's uh... very difficult for President Ford to uh - explain the difference between the pardon of President Nixon and - and uh - his attitude toward those who violated the draft laws.,"Nun, ich denke, es ist sehr schwierig für Präsident Ford, den Unterschied zwischen der Begnadigung von Präsident Nixon und seiner Haltung gegenüber denjenigen zu erklären, die gegen die Wehrpflicht verstoßen haben."
4021,4021,33341,-3,0,"They work hard, they do everything they can to give her a good life.","Sie arbeiten hart und tun alles, was sie können, um ihr ein gutes Leben zu ermöglichen."
4022,4022,24212,-3,0,Give me a chance to create these kind of jobs in America.,"Geben Sie mir eine Chance, diese Art von Arbeitsplätzen in Amerika zu schaffen."
4023,4023,27714,-3,0,But we're always also going to have to maintain vigilance when it comes to terrorist activities.,"Aber wir müssen auch immer wachsam bleiben, wenn es um terroristische Aktivitäten geht."
4024,4024,25251,-3,0,And let's talk about people we do control.,"Und lassen Sie uns über Menschen sprechen, die wir kontrollieren."
4025,4025,26681,-3,0,"Once you have a policy, then you have to go out and be aggressive and enforce that policy.","Wenn man eine Politik hat, muss man auch aggressiv vorgehen und diese Politik durchsetzen."
4026,4026,10298,-3,0,"We will have to have people play on a fair basis, that's number one.","Wir müssen dafür sorgen, dass die Leute auf einer fairen Basis spielen, das ist das Wichtigste."
4027,4027,15798,-3,0,"Drug counselors out there in the street who are providing help to youngsters who come up to me and others who ask for help and want help, are doing the hard work, the heroic work, which it takes to provide that kind of leadership, that kind of counseling, that kind of support.","Die Drogenberater da draußen auf der Straße, die den Jugendlichen helfen, die zu mir und anderen kommen und um Hilfe bitten, leisten die harte Arbeit, die heroische Arbeit, die es braucht, um diese Art von Führung, diese Art von Beratung, diese Art von Unterstützung zu bieten."
4028,4028,617,-3,0,Wouldn't it be nice to be perfect?,"Wäre es nicht schön, perfekt zu sein?"
4029,4029,24329,-3,0,"Well, we still are the envy of the world in terms of our military.","Nun, wir sind immer noch der Neid der Welt, was unser Militär angeht."
4030,4030,19951,-3,0,Their budget weakened our support for education.,Ihr Haushalt hat unsere Unterstützung für die Bildung geschwächt.
4031,4031,8912,-3,0,"Miss Quinn, I would be very happy to accept the challenge of your question tonight, to tell the voters of this country exactly what I think it's going to cost, because I believe that all too often in past elections, politicians have simply been promising people things that they cannot deliver.","Frau Quinn, ich würde die Herausforderung Ihrer Frage heute Abend sehr gerne annehmen, um den Wählern dieses Landes genau zu sagen, was es meiner Meinung nach kosten wird, denn ich glaube, dass Politiker in den vergangenen Wahlen den Menschen nur allzu oft Dinge versprochen haben, die sie nicht halten konnten."
4032,4032,11277,-3,0,"Well, thank you, Terry (ph).","Nun, vielen Dank, Terry (ph)."
4033,4033,11324,-3,0,"And most of the time, I learn it by asking her.","Und meistens lerne ich es, indem ich sie frage."
